country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Argentina,AR,2023-11-19,Films,1,The Killer,N/A,2
Argentina,AR,2023-11-19,Films,2,Mam? se fue de viaje,N/A,2
Argentina,AR,2023-11-19,Films,3,Monster Hunter,N/A,1
Argentina,AR,2023-11-19,Films,4,F9: The Fast Saga,N/A,2
Argentina,AR,2023-11-19,Films,5,Best. Christmas. Ever!,N/A,1
Argentina,AR,2023-11-19,Films,6,Heatwave,N/A,1
Argentina,AR,2023-11-19,Films,7,Locked In,N/A,3
Argentina,AR,2023-11-19,Films,8,Summer Vacation,N/A,2
Argentina,AR,2023-11-19,Films,9,El ?ltimo traje,N/A,1
Argentina,AR,2023-11-19,Films,10,I Married a Dumbass,N/A,2
Argentina,AR,2023-11-19,TV,1,Criminal Code,Criminal Code: Season 1,1
Argentina,AR,2023-11-19,TV,2,The Crown,The Crown: Season 6,1
Argentina,AR,2023-11-19,TV,3,All the Light We Cannot See,All the Light We Cannot See: Limited Series,3
Argentina,AR,2023-11-19,TV,4,The Tailor,The Tailor: Season 3,3
Argentina,AR,2023-11-19,TV,5,Suburr?terna,Suburr?terna: Season 1,1
Argentina,AR,2023-11-19,TV,6,Pact of Silence,Pact of Silence: Season 1,6
Argentina,AR,2023-11-19,TV,7,How to Become a Mob Boss,How to Become a Mob Boss: Season 1,1
Argentina,AR,2023-11-19,TV,8,Cigarette Girl,Cigarette Girl: Season 1,1
Argentina,AR,2023-11-19,TV,9,Ferry: The Series,Ferry: The Series: The Series,2
Argentina,AR,2023-11-19,TV,10,Elite,Elite: Season 7,5
Argentina,AR,2023-11-12,Films,1,F9: The Fast Saga,N/A,1
Argentina,AR,2023-11-12,Films,2,The Killer,N/A,1
Argentina,AR,2023-11-12,Films,3,Locked In,N/A,2
Argentina,AR,2023-11-12,Films,4,Summer Vacation,N/A,1
Argentina,AR,2023-11-12,Films,5,Deep Fear,N/A,1
Argentina,AR,2023-11-12,Films,6,Wingwomen,N/A,2
Argentina,AR,2023-11-12,Films,7,NYAD,N/A,2
Argentina,AR,2023-11-12,Films,8,Pain Hustlers,N/A,3
Argentina,AR,2023-11-12,Films,9,Mam? se fue de viaje,N/A,1
Argentina,AR,2023-11-12,Films,10,I Married a Dumbass,N/A,1
Argentina,AR,2023-11-12,TV,1,All the Light We Cannot See,All the Light We Cannot See: Limited Series,2
Argentina,AR,2023-11-12,TV,2,The Tailor,The Tailor: Season 3,2
Argentina,AR,2023-11-12,TV,3,"The Billionaire, The Butler, and the Boyfriend","The Billionaire, The Butler, and the Boyfriend: Limited Series",1
Argentina,AR,2023-11-12,TV,4,Ferry: The Series,Ferry: The Series: The Series,1
Argentina,AR,2023-11-12,TV,5,Pact of Silence,Pact of Silence: Season 1,5
Argentina,AR,2023-11-12,TV,6,Elite,Elite: Season 7,4
Argentina,AR,2023-11-12,TV,7,Bodies,Bodies: Limited Series,4
Argentina,AR,2023-11-12,TV,8,Lupin,Lupin: Part 3,6
Argentina,AR,2023-11-12,TV,9,Unicorn Academy,Unicorn Academy: Chapter 1,2
Argentina,AR,2023-11-12,TV,10,Untameable,Untameable: Season 1,1
Argentina,AR,2023-11-05,Films,1,Locked In,N/A,1
Argentina,AR,2023-11-05,Films,2,Wingwomen,N/A,1
Argentina,AR,2023-11-05,Films,3,Cold Pursuit,N/A,2
Argentina,AR,2023-11-05,Films,4,Pain Hustlers,N/A,2
Argentina,AR,2023-11-05,Films,5,Herself,N/A,1
Argentina,AR,2023-11-05,Films,6,Land,N/A,1
Argentina,AR,2023-11-05,Films,7,Hatching,N/A,1
Argentina,AR,2023-11-05,Films,8,Sister Death,N/A,2
Argentina,AR,2023-11-05,Films,9,NYAD,N/A,1
Argentina,AR,2023-11-05,Films,10,Burning Betrayal,N/A,2
Argentina,AR,2023-11-05,TV,1,All the Light We Cannot See,All the Light We Cannot See: Limited Series,1
Argentina,AR,2023-11-05,TV,2,Pact of Silence,Pact of Silence: Season 1,4
Argentina,AR,2023-11-05,TV,3,Elite,Elite: Season 7,3
Argentina,AR,2023-11-05,TV,4,Bodies,Bodies: Limited Series,3
Argentina,AR,2023-11-05,TV,5,Lupin,Lupin: Part 3,5
Argentina,AR,2023-11-05,TV,6,Life on Our Planet,Life on Our Planet: Season 1,2
Argentina,AR,2023-11-05,TV,7,The Tailor,The Tailor: Season 3,1
Argentina,AR,2023-11-05,TV,8,The Fall of the House of Usher,The Fall of the House of Usher: Season 1,4
Argentina,AR,2023-11-05,TV,9,The Tom and Jerry Show,The Tom and Jerry Show: Season 3,1
Argentina,AR,2023-11-05,TV,10,Unicorn Academy,Unicorn Academy: Chapter 1,1
Argentina,AR,2023-10-29,Films,1,Cold Pursuit,N/A,1
Argentina,AR,2023-10-29,Films,2,The Quake,N/A,2
Argentina,AR,2023-10-29,Films,3,The Burning Sea,N/A,1
Argentina,AR,2023-10-29,Films,4,Burning Betrayal,N/A,1
Argentina,AR,2023-10-29,Films,5,Pain Hustlers,N/A,1
Argentina,AR,2023-10-29,Films,6,Old Dads,N/A,1
Argentina,AR,2023-10-29,Films,7,"Single, Married, Widowed, Divorced",N/A,1
Argentina,AR,2023-10-29,Films,8,Heaven in Hell,N/A,2
Argentina,AR,2023-10-29,Films,9,Sister Death,N/A,1
Argentina,AR,2023-10-29,Films,10,Scary Movie,N/A,2
Argentina,AR,2023-10-29,TV,1,Elite,Elite: Season 7,2
Argentina,AR,2023-10-29,TV,2,Pact of Silence,Pact of Silence: Season 1,3
Argentina,AR,2023-10-29,TV,3,Bodies,Bodies: Limited Series,2
Argentina,AR,2023-10-29,TV,4,Lupin,Lupin: Part 3,4
Argentina,AR,2023-10-29,TV,5,Life on Our Planet,Life on Our Planet: Season 1,1
Argentina,AR,2023-10-29,TV,6,The Fall of the House of Usher,The Fall of the House of Usher: Season 1,3
Argentina,AR,2023-10-29,TV,7,Learning and fun with Jose Comelon,N/A,2
Argentina,AR,2023-10-29,TV,8,Lupin,Lupin: Part 1,4
Argentina,AR,2023-10-29,TV,9,Lupin,Lupin: Part 2,4
Argentina,AR,2023-10-29,TV,10,Beckham,Beckham: Limited Series,4
Argentina,AR,2023-10-22,Films,1,The Quake,N/A,1
Argentina,AR,2023-10-22,Films,2,The Conference,N/A,2
Argentina,AR,2023-10-22,Films,3,Scary Movie,N/A,1
Argentina,AR,2023-10-22,Films,4,Forgotten Love,N/A,4
Argentina,AR,2023-10-22,Films,5,Reptile,N/A,4
Argentina,AR,2023-10-22,Films,6,Heaven in Hell,N/A,1
Argentina,AR,2023-10-22,Films,7,The Whole Truth,N/A,1
Argentina,AR,2023-10-22,Films,8,Tyson's Run,N/A,3
Argentina,AR,2023-10-22,Films,9,Scary Movie 2,N/A,1
Argentina,AR,2023-10-22,Films,10,The Devil on Trial,N/A,1
Argentina,AR,2023-10-22,TV,1,Pact of Silence,Pact of Silence: Season 1,2
Argentina,AR,2023-10-22,TV,2,Lupin,Lupin: Part 3,3
Argentina,AR,2023-10-22,TV,3,The Fall of the House of Usher,The Fall of the House of Usher: Season 1,2
Argentina,AR,2023-10-22,TV,4,Elite,Elite: Season 7,1
Argentina,AR,2023-10-22,TV,5,Bodies,Bodies: Limited Series,1
Argentina,AR,2023-10-22,TV,6,Lupin,Lupin: Part 1,3
Argentina,AR,2023-10-22,TV,7,Lupin,Lupin: Part 2,3
Argentina,AR,2023-10-22,TV,8,Sex Education,Sex Education: Season 4,5
Argentina,AR,2023-10-22,TV,9,Beckham,Beckham: Limited Series,3
Argentina,AR,2023-10-22,TV,10,Learning and fun with Jose Comelon,N/A,1
Argentina,AR,2023-10-15,Films,1,Fair Play,N/A,2
Argentina,AR,2023-10-15,Films,2,Forgotten Love,N/A,3
Argentina,AR,2023-10-15,Films,3,Nowhere,N/A,3
Argentina,AR,2023-10-15,Films,4,Reptile,N/A,3
Argentina,AR,2023-10-15,Films,5,Ballerina,N/A,2
Argentina,AR,2023-10-15,Films,6,Tyson's Run,N/A,2
Argentina,AR,2023-10-15,Films,7,The Conference,N/A,1
Argentina,AR,2023-10-15,Films,8,Life of a King,N/A,2
Argentina,AR,2023-10-15,Films,9,Mean Girls,N/A,2
Argentina,AR,2023-10-15,Films,10,The Croods: A New Age,N/A,4
Argentina,AR,2023-10-15,TV,1,Lupin,Lupin: Part 3,2
Argentina,AR,2023-10-15,TV,2,Pact of Silence,Pact of Silence: Season 1,1
Argentina,AR,2023-10-15,TV,3,Lupin,Lupin: Part 1,2
Argentina,AR,2023-10-15,TV,4,Lupin,Lupin: Part 2,2
Argentina,AR,2023-10-15,TV,5,Sex Education,Sex Education: Season 4,4
Argentina,AR,2023-10-15,TV,6,The Fall of the House of Usher,The Fall of the House of Usher: Season 1,1
Argentina,AR,2023-10-15,TV,7,Beckham,Beckham: Limited Series,2
Argentina,AR,2023-10-15,TV,8,Dear Child,Dear Child: Limited Series,6
Argentina,AR,2023-10-15,TV,9,DI4RIES,DI4RIES: Season 2,1
Argentina,AR,2023-10-15,TV,10,Burning Body,Burning Body: Limited Series,6
Argentina,AR,2023-10-08,Films,1,Nowhere,N/A,2
Argentina,AR,2023-10-08,Films,2,Life of a King,N/A,1
Argentina,AR,2023-10-08,Films,3,Forgotten Love,N/A,2
Argentina,AR,2023-10-08,Films,4,Reptile,N/A,2
Argentina,AR,2023-10-08,Films,5,Fair Play,N/A,1
Argentina,AR,2023-10-08,Films,6,Tyson's Run,N/A,1
Argentina,AR,2023-10-08,Films,7,The Croods: A New Age,N/A,3
Argentina,AR,2023-10-08,Films,8,Overhaul,N/A,2
Argentina,AR,2023-10-08,Films,9,Mean Girls,N/A,1
Argentina,AR,2023-10-08,Films,10,Ballerina,N/A,1
Argentina,AR,2023-10-08,TV,1,Lupin,Lupin: Part 3,1
Argentina,AR,2023-10-08,TV,2,Sex Education,Sex Education: Season 4,3
Argentina,AR,2023-10-08,TV,3,Dear Child,Dear Child: Limited Series,5
Argentina,AR,2023-10-08,TV,4,Lupin,Lupin: Part 1,1
Argentina,AR,2023-10-08,TV,5,Beckham,Beckham: Limited Series,1
Argentina,AR,2023-10-08,TV,6,Burning Body,Burning Body: Limited Series,5
Argentina,AR,2023-10-08,TV,7,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins: Season 1,6
Argentina,AR,2023-10-08,TV,8,Lupin,Lupin: Part 2,1
Argentina,AR,2023-10-08,TV,9,The Amazing World of Gumball,The Amazing World of Gumball: Season 2,1
Argentina,AR,2023-10-08,TV,10,Ben 10,Ben 10: Season 1,1
Argentina,AR,2023-10-01,Films,1,Forgotten Love,N/A,1
Argentina,AR,2023-10-01,Films,2,Nowhere,N/A,1
Argentina,AR,2023-10-01,Films,3,The Croods: A New Age,N/A,2
Argentina,AR,2023-10-01,Films,4,The Black Book,N/A,2
Argentina,AR,2023-10-01,Films,5,Reptile,N/A,1
Argentina,AR,2023-10-01,Films,6,Overhaul,N/A,1
Argentina,AR,2023-10-01,Films,7,Love is in the Air,N/A,1
Argentina,AR,2023-10-01,Films,8,Accused,N/A,2
Argentina,AR,2023-10-01,Films,9,Love at First Sight,N/A,3
Argentina,AR,2023-10-01,Films,10,Jaane Jaan,N/A,2
Argentina,AR,2023-10-01,TV,1,Sex Education,Sex Education: Season 4,2
Argentina,AR,2023-10-01,TV,2,Dear Child,Dear Child: Limited Series,4
Argentina,AR,2023-10-01,TV,3,Burning Body,Burning Body: Limited Series,4
Argentina,AR,2023-10-01,TV,4,The Pacific,N/A,2
Argentina,AR,2023-10-01,TV,5,Sex Education,Sex Education: Season 1,2
Argentina,AR,2023-10-01,TV,6,Thursday's Widows,Thursday's Widows: Limited Series,3
Argentina,AR,2023-10-01,TV,7,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins: Season 1,5
Argentina,AR,2023-10-01,TV,8,Encounters,Encounters: Season 1,1
Argentina,AR,2023-10-01,TV,9,Virgin River,Virgin River: Season 5,4
Argentina,AR,2023-10-01,TV,10,Sex Education,Sex Education: Season 3,6
Argentina,AR,2023-09-24,Films,1,The Deep House,N/A,2
Argentina,AR,2023-09-24,Films,2,Love at First Sight,N/A,2
Argentina,AR,2023-09-24,Films,3,The Croods: A New Age,N/A,1
Argentina,AR,2023-09-24,Films,4,Mother's Day,N/A,1
Argentina,AR,2023-09-24,Films,5,The Black Book,N/A,1
Argentina,AR,2023-09-24,Films,6,In Time,N/A,1
Argentina,AR,2023-09-24,Films,7,Promising Young Woman,N/A,1
Argentina,AR,2023-09-24,Films,8,Accused,N/A,1
Argentina,AR,2023-09-24,Films,9,Jaane Jaan,N/A,1
Argentina,AR,2023-09-24,Films,10,Boss Level,N/A,1
Argentina,AR,2023-09-24,TV,1,Sex Education,Sex Education: Season 4,1
Argentina,AR,2023-09-24,TV,2,Dear Child,Dear Child: Limited Series,3
Argentina,AR,2023-09-24,TV,3,Burning Body,Burning Body: Limited Series,3
Argentina,AR,2023-09-24,TV,4,Thursday's Widows,Thursday's Widows: Limited Series,2
Argentina,AR,2023-09-24,TV,5,The Pacific,N/A,1
Argentina,AR,2023-09-24,TV,6,Virgin River,Virgin River: Season 5,3
Argentina,AR,2023-09-24,TV,7,Band of Brothers,N/A,2
Argentina,AR,2023-09-24,TV,8,ONE PIECE,ONE PIECE: Season 1,4
Argentina,AR,2023-09-24,TV,9,Surviving Summer,Surviving Summer: Season 2,1
Argentina,AR,2023-09-24,TV,10,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins: Season 1,4
Argentina,AR,2023-09-17,Films,1,Love at First Sight,N/A,1
Argentina,AR,2023-09-17,Films,2,Scream,N/A,2
Argentina,AR,2023-09-17,Films,3,The Deep House,N/A,1
Argentina,AR,2023-09-17,Films,4,Leatherface,N/A,1
Argentina,AR,2023-09-17,Films,5,All My Life,N/A,1
Argentina,AR,2023-09-17,Films,6,Rosa Peral's Tapes,N/A,1
Argentina,AR,2023-09-17,Films,7,Ehrengard: The Art of Seduction,N/A,1
Argentina,AR,2023-09-17,Films,8,You Are So Not Invited to My Bat Mitzvah,N/A,4
Argentina,AR,2023-09-17,Films,9,The Croods,N/A,5
Argentina,AR,2023-09-17,Films,10,Come Play,N/A,1
Argentina,AR,2023-09-17,TV,1,Dear Child,Dear Child: Limited Series,2
Argentina,AR,2023-09-17,TV,2,Burning Body,Burning Body: Limited Series,2
Argentina,AR,2023-09-17,TV,3,Virgin River,Virgin River: Season 5,2
Argentina,AR,2023-09-17,TV,4,ONE PIECE,ONE PIECE: Season 1,3
Argentina,AR,2023-09-17,TV,5,Thursday's Widows,Thursday's Widows: Limited Series,1
Argentina,AR,2023-09-17,TV,6,Who is Erin Carter?,Who is Erin Carter?: Limited Series,4
Argentina,AR,2023-09-17,TV,7,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins: Season 1,3
Argentina,AR,2023-09-17,TV,8,Band of Brothers,N/A,1
Argentina,AR,2023-09-17,TV,9,Gangs of Oslo,Gangs of Oslo: Season 1,1
Argentina,AR,2023-09-17,TV,10,Infamy,Infamy: Season 1,1
Argentina,AR,2023-09-10,Films,1,A Day and a Half,N/A,2
Argentina,AR,2023-09-10,Films,2,You Are So Not Invited to My Bat Mitzvah,N/A,3
Argentina,AR,2023-09-10,Films,3,Scream,N/A,1
Argentina,AR,2023-09-10,Films,4,Out of Death,N/A,2
Argentina,AR,2023-09-10,Films,5,Choose Love,N/A,2
Argentina,AR,2023-09-10,Films,6,The Croods,N/A,4
Argentina,AR,2023-09-10,Films,7,On the Line,N/A,3
Argentina,AR,2023-09-10,Films,8,The Boss Baby,N/A,7
Argentina,AR,2023-09-10,Films,9,Embattled,N/A,1
Argentina,AR,2023-09-10,Films,10,Happy Ending,N/A,1
Argentina,AR,2023-09-10,TV,1,Dear Child,Dear Child: Limited Series,1
Argentina,AR,2023-09-10,TV,2,ONE PIECE,ONE PIECE: Season 1,2
Argentina,AR,2023-09-10,TV,3,Burning Body,Burning Body: Limited Series,1
Argentina,AR,2023-09-10,TV,4,Who is Erin Carter?,Who is Erin Carter?: Limited Series,3
Argentina,AR,2023-09-10,TV,5,Virgin River,Virgin River: Season 5,1
Argentina,AR,2023-09-10,TV,6,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins: Season 1,2
Argentina,AR,2023-09-10,TV,7,Ragnarok,Ragnarok: Season 3,3
Argentina,AR,2023-09-10,TV,8,Predators,Predators: Season 1,1
Argentina,AR,2023-09-10,TV,9,Live to 100: Secrets of the Blue Zones,Live to 100: Secrets of the Blue Zones: Limited Series,2
Argentina,AR,2023-09-10,TV,10,The Blacklist,The Blacklist: Season 10,1
Argentina,AR,2023-09-03,Films,1,You Are So Not Invited to My Bat Mitzvah,N/A,2
Argentina,AR,2023-09-03,Films,2,On the Line,N/A,2
Argentina,AR,2023-09-03,Films,3,Out of Death,N/A,1
Argentina,AR,2023-09-03,Films,4,A Day and a Half,N/A,1
Argentina,AR,2023-09-03,Films,5,The Great Seduction,N/A,1
Argentina,AR,2023-09-03,Films,6,Choose Love,N/A,1
Argentina,AR,2023-09-03,Films,7,The Boss Baby,N/A,6
Argentina,AR,2023-09-03,Films,8,Lion's Den,N/A,1
Argentina,AR,2023-09-03,Films,9,Killer Book Club,N/A,1
Argentina,AR,2023-09-03,Films,10,The Monkey King,N/A,3
Argentina,AR,2023-09-03,TV,1,Who is Erin Carter?,Who is Erin Carter?: Limited Series,2
Argentina,AR,2023-09-03,TV,2,ONE PIECE,ONE PIECE: Season 1,1
Argentina,AR,2023-09-03,TV,3,Ragnarok,Ragnarok: Season 3,2
Argentina,AR,2023-09-03,TV,4,Live to 100: Secrets of the Blue Zones,Live to 100: Secrets of the Blue Zones: Limited Series,1
Argentina,AR,2023-09-03,TV,5,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins: Season 1,1
Argentina,AR,2023-09-03,TV,6,Painkiller,Painkiller: Limited Series,4
Argentina,AR,2023-09-03,TV,7,Ragnarok,Ragnarok: Season 2,1
Argentina,AR,2023-09-03,TV,8,A Perfect Story,A Perfect Story: Limited Series,6
Argentina,AR,2023-09-03,TV,9,Ragnarok,Ragnarok: Season 1,1
Argentina,AR,2023-09-03,TV,10,DEPP V HEARD,DEPP V HEARD: Limited Series,3
Argentina,AR,2023-08-27,Films,1,On the Line,N/A,1
Argentina,AR,2023-08-27,Films,2,Half Brothers,N/A,2
Argentina,AR,2023-08-27,Films,3,Street Kings,N/A,3
Argentina,AR,2023-08-27,Films,4,You Are So Not Invited to My Bat Mitzvah,N/A,1
Argentina,AR,2023-08-27,Films,5,Heart of Stone,N/A,3
Argentina,AR,2023-08-27,Films,6,The Monkey King,N/A,2
Argentina,AR,2023-08-27,Films,7,The Boss Baby,N/A,5
Argentina,AR,2023-08-27,Films,8,Squared Love Everlasting,N/A,1
Argentina,AR,2023-08-27,Films,9,A Life Too Short: The Isabella Nardoni Case,N/A,2
Argentina,AR,2023-08-27,Films,10,Madagascar,N/A,1
Argentina,AR,2023-08-27,TV,1,Who is Erin Carter?,Who is Erin Carter?: Limited Series,1
Argentina,AR,2023-08-27,TV,2,DEPP V HEARD,DEPP V HEARD: Limited Series,2
Argentina,AR,2023-08-27,TV,3,Ragnarok,Ragnarok: Season 3,1
Argentina,AR,2023-08-27,TV,4,Painkiller,Painkiller: Limited Series,3
Argentina,AR,2023-08-27,TV,5,The Chosen One,The Chosen One: Season 1,2
Argentina,AR,2023-08-27,TV,6,A Perfect Story,A Perfect Story: Limited Series,5
Argentina,AR,2023-08-27,TV,7,Mask Girl,Mask Girl: Season 1,1
Argentina,AR,2023-08-27,TV,8,Ballers,Ballers: Season 1,2
Argentina,AR,2023-08-27,TV,9,Destined with You,Destined with You: Season 1,1
Argentina,AR,2023-08-27,TV,10,Baki Hanma,Baki Hanma: Season 2,3
Argentina,AR,2023-08-20,Films,1,Heart of Stone,N/A,2
Argentina,AR,2023-08-20,Films,2,Half Brothers,N/A,1
Argentina,AR,2023-08-20,Films,3,"Good Luck to You, Leo Grande",N/A,3
Argentina,AR,2023-08-20,Films,4,Rumble,N/A,1
Argentina,AR,2023-08-20,Films,5,Shark Bait,N/A,3
Argentina,AR,2023-08-20,Films,6,A Life Too Short: The Isabella Nardoni Case,N/A,1
Argentina,AR,2023-08-20,Films,7,The Monkey King,N/A,1
Argentina,AR,2023-08-20,Films,8,10 Days of a Bad Man,N/A,1
Argentina,AR,2023-08-20,Films,9,Dhamaka,N/A,1
Argentina,AR,2023-08-20,Films,10,Street Kings,N/A,2
Argentina,AR,2023-08-20,TV,1,DEPP V HEARD,DEPP V HEARD: Limited Series,1
Argentina,AR,2023-08-20,TV,2,Painkiller,Painkiller: Limited Series,2
Argentina,AR,2023-08-20,TV,3,Ballers,Ballers: Season 1,1
Argentina,AR,2023-08-20,TV,4,A Perfect Story,A Perfect Story: Limited Series,4
Argentina,AR,2023-08-20,TV,5,The Chosen One,The Chosen One: Season 1,1
Argentina,AR,2023-08-20,TV,6,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Entertainment District Arc,2
Argentina,AR,2023-08-20,TV,7,Ballers,Ballers: Season 2,1
Argentina,AR,2023-08-20,TV,8,The Tailor,The Tailor: Season 2,4
Argentina,AR,2023-08-20,TV,9,Heartstopper,Heartstopper: Season 2,3
Argentina,AR,2023-08-20,TV,10,When They See Us,When They See Us: Limited Series,1
Argentina,AR,2023-08-13,Films,1,Heart of Stone,N/A,1
Argentina,AR,2023-08-13,Films,2,"Good Luck to You, Leo Grande",N/A,2
Argentina,AR,2023-08-13,Films,3,Shark Bait,N/A,2
Argentina,AR,2023-08-13,Films,4,Clifford the Big Red Dog,N/A,2
Argentina,AR,2023-08-13,Films,5,Paradise,N/A,3
Argentina,AR,2023-08-13,Films,6,Hidden Strike,N/A,3
Argentina,AR,2023-08-13,Films,7,What Men Want,N/A,2
Argentina,AR,2023-08-13,Films,8,Stuart Little 2,N/A,1
Argentina,AR,2023-08-13,Films,9,Zom 100: Bucket List of the Dead,N/A,2
Argentina,AR,2023-08-13,Films,10,Stuart Little,N/A,1
Argentina,AR,2023-08-13,TV,1,A Perfect Story,A Perfect Story: Limited Series,3
Argentina,AR,2023-08-13,TV,2,Painkiller,Painkiller: Limited Series,1
Argentina,AR,2023-08-13,TV,3,Heartstopper,Heartstopper: Season 2,2
Argentina,AR,2023-08-13,TV,4,The Tailor,The Tailor: Season 2,3
Argentina,AR,2023-08-13,TV,5,Fatal Seduction,Fatal Seduction: Season 1,4
Argentina,AR,2023-08-13,TV,6,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,5
Argentina,AR,2023-08-13,TV,7,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,1
Argentina,AR,2023-08-13,TV,8,Fisk,Fisk: Season 1,2
Argentina,AR,2023-08-13,TV,9,King the Land,King the Land: Season 1,5
Argentina,AR,2023-08-13,TV,10,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Entertainment District Arc,1
Argentina,AR,2023-08-06,Films,1,Hidden Strike,N/A,2
Argentina,AR,2023-08-06,Films,2,Shark Bait,N/A,1
Argentina,AR,2023-08-06,Films,3,Paradise,N/A,2
Argentina,AR,2023-08-06,Films,4,Soulcatcher,N/A,1
Argentina,AR,2023-08-06,Films,5,Clifford the Big Red Dog,N/A,1
Argentina,AR,2023-08-06,Films,6,Happiness for Beginners,N/A,2
Argentina,AR,2023-08-06,Films,7,"Miraculous: Ladybug & Cat Noir, The Movie",N/A,2
Argentina,AR,2023-08-06,Films,8,"Good Luck to You, Leo Grande",N/A,1
Argentina,AR,2023-08-06,Films,9,Zom 100: Bucket List of the Dead,N/A,1
Argentina,AR,2023-08-06,Films,10,No Ritmo da F?,N/A,1
Argentina,AR,2023-08-06,TV,1,A Perfect Story,A Perfect Story: Limited Series,2
Argentina,AR,2023-08-06,TV,2,Heartstopper,Heartstopper: Season 2,1
Argentina,AR,2023-08-06,TV,3,The Tailor,The Tailor: Season 2,2
Argentina,AR,2023-08-06,TV,4,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,4
Argentina,AR,2023-08-06,TV,5,The Woman in the House Across the Street from the Girl in the Window,The Woman in the House Across the Street from the Girl in the Window: Season 1,2
Argentina,AR,2023-08-06,TV,6,Baki Hanma,Baki Hanma: Season 2,2
Argentina,AR,2023-08-06,TV,7,The Tailor,The Tailor: Season 1,3
Argentina,AR,2023-08-06,TV,8,The Witcher,The Witcher: Season 3,6
Argentina,AR,2023-08-06,TV,9,King the Land,King the Land: Season 1,4
Argentina,AR,2023-08-06,TV,10,Fisk,Fisk: Season 1,1
Argentina,AR,2023-07-30,Films,1,Hidden Strike,N/A,1
Argentina,AR,2023-07-30,Films,2,"Miraculous: Ladybug & Cat Noir, The Movie",N/A,1
Argentina,AR,2023-07-30,Films,3,Paradise,N/A,1
Argentina,AR,2023-07-30,Films,4,Happiness for Beginners,N/A,1
Argentina,AR,2023-07-30,Films,5,Bird Box Barcelona,N/A,3
Argentina,AR,2023-07-30,Films,6,They Cloned Tyrone,N/A,1
Argentina,AR,2023-07-30,Films,7,Missing: The Lucie Blackman Case,N/A,1
Argentina,AR,2023-07-30,Films,8,What's Your Number?,N/A,1
Argentina,AR,2023-07-30,Films,9,Man on Fire,N/A,4
Argentina,AR,2023-07-30,Films,10,Paw Patrol: The Movie,N/A,7
Argentina,AR,2023-07-30,TV,1,A Perfect Story,A Perfect Story: Limited Series,1
Argentina,AR,2023-07-30,TV,2,Baki Hanma,Baki Hanma: Season 2,1
Argentina,AR,2023-07-30,TV,3,The Witcher,The Witcher: Season 3,5
Argentina,AR,2023-07-30,TV,4,The Tailor,The Tailor: Season 2,1
Argentina,AR,2023-07-30,TV,5,Sweet Magnolias,Sweet Magnolias: Season 3,2
Argentina,AR,2023-07-30,TV,6,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Mugen Train Arc,2
Argentina,AR,2023-07-30,TV,7,King the Land,King the Land: Season 1,3
Argentina,AR,2023-07-30,TV,8,The Woman in the House Across the Street from the Girl in the Window,The Woman in the House Across the Street from the Girl in the Window: Season 1,1
Argentina,AR,2023-07-30,TV,9,Burn the House Down,Burn the House Down: Season 1,3
Argentina,AR,2023-07-30,TV,10,The Surrogacy,The Surrogacy: Season 1,7
Argentina,AR,2023-07-23,Films,1,Bird Box Barcelona,N/A,2
Argentina,AR,2023-07-23,Films,2,The Out-Laws,N/A,3
Argentina,AR,2023-07-23,Films,3,Man on Fire,N/A,3
Argentina,AR,2023-07-23,Films,4,Paranormal Activity: Next of Kin,N/A,1
Argentina,AR,2023-07-23,Films,5,Mafia Mamma,N/A,3
Argentina,AR,2023-07-23,Films,6,Love Tactics 2,N/A,1
Argentina,AR,2023-07-23,Films,7,The Silencing,N/A,4
Argentina,AR,2023-07-23,Films,8,Gold Brick,N/A,2
Argentina,AR,2023-07-23,Films,9,Paw Patrol: The Movie,N/A,6
Argentina,AR,2023-07-23,Films,10,Nimona,N/A,3
Argentina,AR,2023-07-23,TV,1,Fatal Seduction,Fatal Seduction: Season 1,3
Argentina,AR,2023-07-23,TV,2,Burn the House Down,Burn the House Down: Season 1,2
Argentina,AR,2023-07-23,TV,3,The Surrogacy,The Surrogacy: Season 1,6
Argentina,AR,2023-07-23,TV,4,King the Land,King the Land: Season 1,2
Argentina,AR,2023-07-23,TV,5,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Mugen Train Arc,1
Argentina,AR,2023-07-23,TV,6,Survival of the Thickest,Survival of the Thickest: Season 1,1
Argentina,AR,2023-07-23,TV,7,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,3
